n_displ_x,n_displ_y,n_diff_int_vel_x,n_diff_int_vel_y,n_diff_vel_x,n_diff_vel_y,speed,diff_int_v_x,diff_int_v_y,acc_x,acc_y
-0.826496,0.346241,0.002294,0.006841,0.182523,-0.001188,1.181648,-1.134062,-0.09841,1.771214,0.099703
-0.828317,0.320007,0.002004,0.007497,0.171742,0.032459,1.17353,-1.127176,-0.089446,1.650668,0.047667
-0.821776,0.270432,0.001116,0.008033,0.156046,0.088648,1.158354,-1.113597,-0.07517,1.459973,-0.014872
-0.805112,0.200199,-0.000562,0.008383,0.139863,0.152956,1.136301,-1.093328,-0.055582,1.200478,-0.083904
-0.778916,0.121182,-0.003045,0.008542,0.122759,0.204199,1.10764,-1.066367,-0.030683,0.874374,-0.153458
-0.74453,0.045882,-0.006334,0.008512,0.099373,0.227088,1.072752,-1.032714,-0.000473,0.485167,-0.215226
-0.704516,-0.013299,-0.010427,0.008291,0.064287,0.215673,1.032171,-0.992371,0.035048,0.038443,-0.258077
-0.66351,-0.044308,-0.015324,0.00788,0.016161,0.173757,0.986641,-0.945336,0.075881,-0.456882,-0.267525
-0.629418,-0.035998,-0.057934,0.012571,-0.043039,0.109498,0.937204,-0.928516,0.127318,0,0
0.008145,2.685247,-0.019804,-0.017913,0.824405,-0.293336,1.815448,-1.739594,0.127743,8.030277,-0.569518
-0.108621,2.81184,-0.018914,-0.017429,0.807721,-0.293356,1.79835,-1.722329,0.126265,7.871129,-0.550157
-0.223796,2.938292,-0.017956,-0.016906,0.792888,-0.292593,1.783063,-1.706854,0.124124,7.730287,-0.528546
-0.336955,3.06444,-0.016929,-0.016345,0.779906,-0.291043,1.769588,-1.693167,0.121318,7.607755,-0.504783
-0.447683,3.190118,-0.015833,-0.015744,0.768774,-0.288706,1.757929,-1.681268,0.117849,7.503549,-0.478935
-0.555574,3.315156,-0.014664,-0.015105,0.75949,-0.285578,1.748091,-1.671159,0.113716,7.417692,-0.451046
-0.660232,3.439375,-0.013414,-0.014426,0.752055,-0.281657,1.740078,-1.662838,0.108919,7.350216,-0.421128
-0.761281,3.562587,-0.012078,-0.013707,0.746466,-0.276942,1.733899,-1.656305,0.103457,7.301165,-0.389163
-0.858363,3.684588,-0.01065,-0.012947,0.742723,-0.271431,1.72956,-1.651562,0.097332,7.270588,-0.355102
-0.951146,3.805158,-0.009122,-0.012147,0.740826,-0.26512,1.727073,-1.648607,0.090543,7.258544,-0.318864
-1.039322,3.924056,-0.007488,-0.011304,0.740774,-0.258007,1.726445,-1.647441,0.08309,7.265099,-0.280336
-1.273815,-3.909832,-0.006956,0.008845,0.130619,0.030886,1.727689,-1.648064,0.074973,7.290323,-0.239375
-1.274814,-3.957702,-0.005608,0.009691,0.367501,0.13309,1.730816,-1.650479,0.066191,7.334292,-0.195806
-1.259327,-4.043205,-0.004139,0.01034,0.53105,0.211498,1.735839,-1.654725,0.056736,7.397084,-0.149427
-1.23314,-4.152162,-0.002478,0.010775,0.621265,0.26611,1.742771,-1.660852,0.046595,7.478777,-0.100009
-1.20172,-4.270287,-0.000552,0.010981,0.638147,0.296926,1.751625,-1.668911,0.035757,7.579449,-0.0473
-1.170157,-4.383172,0.001711,0.010941,0.581695,0.303947,1.762413,-1.678955,0.024208,7.699176,0.008976
-1.143108,-4.476274,0.004383,0.01064,0.45191,0.287172,1.775151,-1.691033,0.011939,7.838029,0.069109
-1.124755,-4.534905,0.007519,0.010089,0.248791,0.246602,1.789851,-1.705199,-0.001064,7.996073,0.133407
-1.118759,-4.544264,0.011132,0.009363,-0.026876,0.182488,1.806527,-1.721503,-0.014813,8.173369,0.202186
-1.126253,-4.496115,0.015176,0.008527,-0.305919,0.116983,1.825191,-1.739996,-0.029319,8.369965,0.275771
-1.143731,-4.397159,0.019489,0.007609,-0.540391,0.065446,1.845855,-1.76073,-0.044595,8.585904,0.35449
-1.167299,-4.256207,0.023889,0.00663,-0.730291,0.027877,1.868532,-1.783757,-0.060653,8.821218,0.43867
-1.193339,-4.08217,0.028197,0.005614,-0.87562,0.004274,1.893232,-1.809127,-0.077504,9.075929,0.528635
-1.218538,-3.884058,0.032248,0.004587,-0.976378,-0.005361,1.919965,-1.836877,-0.095156,9.350048,0.624701
-1.239905,-3.670971,0.035938,0.003592,-1.032565,-0.00103,1.948741,-1.866983,-0.113599,9.64358,0.727175
-1.254789,-3.452102,0.039177,0.00268,-1.04418,0.017269,1.979569,-1.899404,-0.132819,9.956515,0.83635
-1.260882,-3.236722,0.04187,0.001868,-1.011225,0.049535,2.012456,-1.934102,-0.152801,10.288839,0.952505
-1.256226,-3.034173,0.043917,0.001143,-0.933698,0.095769,2.047409,-1.971036,-0.17353,10.640527,1.075903
-1.239208,-2.853861,0.045215,0.000486,-0.811599,0.155969,2.084434,-2.010167,-0.194993,11.011548,1.206786
-1.208549,-2.705242,0.045662,-0.000121,-0.644929,0.230136,2.123536,-2.051455,-0.217173,11.401866,1.345379
-1.163297,-2.597813,0.045156,-0.000697,-0.433688,0.318271,2.164718,-2.09486,-0.240058,11.811436,1.491886
-1.10282,-2.541092,0.043604,-0.001261,-0.178147,0.420104,2.207984,-2.140344,-0.263633,12.240214,1.646491
-1.028729,-2.542035,0.041003,-0.001828,0.097833,0.51198,2.253338,-2.187865,-0.287882,12.688148,1.809358
-0.947139,-2.601753,0.037418,-0.002379,0.377714,0.5775,2.300779,-2.237385,-0.312792,13.155187,1.980629
-0.864727,-2.720381,0.032924,-0.002888,0.661494,0.616666,2.350311,-2.288864,-0.338347,13.641278,2.160431
-0.788116,-2.897853,0.027594,-0.00333,0.949174,0.629476,2.401932,-2.342261,-0.364534,14.118959,2.342465
-0.723228,-3.133512,0.021505,-0.003679,1.232831,0.614081,2.447525,-2.389612,-0.389487,14.385259,2.481638
-0.675031,-3.4225,0.014768,-0.003901,1.489767,0.565178,2.46381,-2.40814,-0.407879,14.348494,2.561417
-0.650287,-3.757469,0.007507,-0.003959,1.718485,0.482418,2.449216,-2.396258,-0.419336,14.008451,2.579529
-0.655669,-4.131033,-0.000162,-0.003823,1.918983,0.3658,2.403718,-2.35388,-0.423836,13.365406,2.533846
-0.283323,4.126293,-0.058456,0.001031,1.310067,0.217927,2.3273,-2.28098,-0.421407,12.419646,2.422476
-0.269729,3.998652,-0.062405,0.001887,1.201102,0.215317,2.219948,-2.177556,-0.412099,11.171501,2.243524
-0.252439,3.899683,-0.066015,0.002777,1.062003,0.205507,2.081657,-2.043603,-0.395959,9.621398,1.994815
0.233194,3.775462,-0.06312,0.012213,0.915785,0.096939,1.912425,-1.879122,-0.373038,7.769962,1.673455
0.241426,3.668441,-0.06562,0.013923,0.708574,0.098689,1.712259,-1.684108,-0.343383,5.618218,1.27503
0.26379,3.628545,-0.067732,0.015473,0.4735,0.088006,1.481177,-1.458552,-0.307039,3.168065,0.791822
-3.112538,1.805312,-0.072854,0.013541,0.187733,0.315642,1.219228,-1.202349,-0.263968,0.423608,0.208174
-2.999926,1.927508,-0.074802,0.013608,-0.1016,0.261248,0.926539,-0.915316,-0.21407,-2.509354,-0.48684
-2.83464,2.166481,-0.075963,0.013795,-0.398021,0.206843,0.62766,-0.620427,-0.163989,-5.210107,-1.309962
-2.473897,2.626384,-0.076228,0.014184,-0.668144,0.162164,0.359532,-0.350961,-0.123368,-7.3883,-2.665101
-0.72654,3.61804,-0.075504,0.014852,-0.91159,0.127336,0.140003,-0.107205,-0.092245,-6.741597,-6.807868
3.813385,0.175487,-0.0737,0.015876,-1.128361,0.102371,0.155818,0.110936,-0.070544,5.798141,-4.85001
3.688299,-1.524849,-0.070723,0.017335,-1.318457,0.087287,0.327784,0.303552,-0.05819,5.530205,-1.601814
3.594345,-2.193145,-0.066496,0.019296,-1.48188,0.08211,0.487923,0.470725,-0.055117,4.215767,-0.757523
3.587413,-2.671888,-0.061154,0.021691,-1.618632,0.08683,0.624477,0.612325,-0.061398,3.038263,-0.409095
3.641807,-3.086507,-0.054991,0.024345,-1.728714,0.101431,0.736069,0.728064,-0.07721,2.091046,-0.210081
3.752365,-3.463954,-0.048305,0.027082,-1.812128,0.125895,0.822817,0.817649,-0.102731,1.386872,-0.063815
3.923567,-3.804514,-0.041393,0.029723,-1.868874,0.16021,0.885426,0.880789,-0.138144,0.922328,0.05901
4.165733,-4.095817,-0.034553,0.032092,-1.898954,0.204361,0.925095,0.917192,-0.183627,0.68582,0.161263
4.493651,-4.314927,-0.02808,0.034014,-1.902367,0.258335,0.943651,0.926567,-0.239358,0.656703,0.231787
-0.496078,6.045251,-0.056308,0.025298,-3.235658,-0.042254,0.943838,0.908754,-0.305428,0.800938,0.250864
-0.791552,5.399439,-0.050783,0.0264,-3.15468,0.038914,0.929791,0.86376,-0.381815,1.063981,0.196314
-1.12165,4.736463,-0.045782,0.026996,-3.054064,0.129261,0.907749,0.791599,-0.46849,1.362796,0.056894
-1.465304,4.041904,-0.041278,0.027114,-2.933811,0.228786,0.886929,0.69229,-0.565424,1.538669,-0.179081
-1.708392,3.343529,-0.037239,0.02679,-2.805742,0.326166,0.87897,0.579522,-0.660946,1.297726,-0.57423
-1.669114,2.768494,-0.033585,0.026104,-2.703728,0.388961,0.8783,0.492525,-0.721643,1.005204,-0.887253
-1.427333,2.330786,-0.030213,0.025157,-2.630007,0.415028,0.86887,0.433992,-0.74521,0.795153,-1.238789
-1.050368,2.000573,-0.027021,0.024051,-2.584577,0.404367,0.841205,0.404026,-0.731542,0.706161,-1.729749
-1.535638,0.889505,-0.010617,0.022032,-2.869229,0.036359,0.79202,0.402733,-0.680534,0.782322,-2.380642
-0.975224,0.749958,-0.008291,0.021494,-2.643084,-0.159371,0.724647,0.430219,-0.59208,1.152346,-3.06529
-0.440839,0.617092,-0.006209,0.021275,-2.306902,-0.370865,0.652298,0.472204,-0.477975,2.307634,-3.171827
-0.054432,0.439879,-0.004551,0.021388,-1.775934,-0.528014,0.578052,0.443941,-0.408309,3.398838,-3.312845
0.172074,0.379036,-0.003584,0.021755,-1.105959,-0.606286,0.497244,0.330963,-0.395028,3.804884,-4.053032
0.162899,0.513905,-0.003354,0.022198,-0.497962,-0.569469,0.467735,0.133127,-0.438234,2.366901,-4.727212
-0.113436,0.630923,-0.003787,0.022505,0.034784,-0.415172,0.604093,-0.149729,-0.538038,0.699286,-2.797793
-0.384793,0.565182,-0.004812,0.022462,0.492278,-0.143394,0.929607,-0.517761,-0.694553,2.212701,0.681078
-0.551982,0.379384,-0.006357,0.021859,0.87452,0.245864,1.399004,-0.971129,-0.90789,6.153848,4.211132
-0.622292,0.099303,-0.008349,0.020482,1.181511,0.752602,1.98671,-1.509993,-1.178161,11.467958,7.787273
-0.593876,-0.27166,-0.010714,0.018136,1.408303,1.340913,2.646499,-2.103995,-1.485301,16.495326,10.750628
-0.475709,-0.714265,-0.013344,0.014869,1.525734,1.799128,3.159022,-2.57328,-1.710395,20.095471,12.570262
-0.286002,-1.194707,-0.016105,0.010917,1.528856,2.091338,3.486355,-2.887125,-1.833135,22.17269,13.315131
-0.039514,-1.675965,-0.018845,0.006524,1.41767,2.217545,3.628226,-3.045303,-1.853378,22.699597,13.023819
0.849605,1.477156,-0.002724,-0.002736,1.265486,1.628223,3.58486,-3.047586,-1.770974,21.660266,11.722764
0.969514,1.145201,-0.004493,-0.006492,1.110452,1.45545,3.356988,-2.893739,-1.585742,19.059739,9.45727
1.077764,0.897609,-0.005911,-0.009953,0.808388,1.184544,2.957132,-2.592537,-1.303602,15.677728,6.822135
1.171211,0.754678,-0.006872,-0.013012,0.496314,0.907754,2.551213,-2.280326,-1.016949,12.563768,4.531058
1.243879,0.71021,-0.007435,-0.015674,0.22186,0.657364,2.197815,-2.004793,-0.758081,9.801876,2.639206
1.284945,0.756159,-0.007673,-0.017956,-0.014975,0.433375,1.898433,-1.766012,-0.527018,7.407564,1.168261
1.281251,0.879945,-0.007654,-0.019878,-0.21419,0.235786,1.654383,-1.564049,-0.323782,5.408844,0.127229
1.220634,1.061368,-0.007431,-0.021472,-0.375785,0.064597,1.466118,-1.398954,-0.148402,3.843669,-0.505062
1.09872,1.271903,-0.007044,-0.022771,-0.49976,-0.080191,1.332259,-1.270764,-0.00091,2.745231,-0.796414
0.926072,1.480057,-0.006535,-0.023808,-0.586116,-0.198579,1.248808,-1.17952,0.118662,2.117612,-0.858388
0.728799,1.661847,-0.005945,-0.024618,-0.634853,-0.290566,1.20939,-1.125259,0.210282,1.922259,-0.813229
0.539822,1.808088,-0.005316,-0.025234,-0.645969,-0.356153,1.206863,-1.10802,0.273917,2.094667,-0.750802
0.387551,1.922053,-0.004688,-0.02569,-0.619466,-0.395339,1.235513,-1.127842,0.309536,2.579686,-0.708308
0.289665,2.010953,-0.004104,-0.026019,-0.555344,-0.408126,1.292607,-1.184764,0.317107,3.356231,-0.677269
0.252481,2.078561,-0.003605,-0.026256,-0.453601,-0.394511,1.378704,-1.278825,0.296596,4.353045,-0.68795
0.241697,2.127391,-0.003216,-0.026433,-0.335217,-0.371384,1.479521,-1.389069,0.264861,5.288687,-0.823341
0.209947,2.161904,-0.002905,-0.026542,-0.230454,-0.363108,1.570419,-1.485201,0.246276,6.11739,-0.951394
0.156885,2.181999,-0.00263,-0.026563,-0.139592,-0.368103,1.649838,-1.56683,0.241138,6.82479,-1.096312
0.082627,2.187857,-0.002347,-0.026482,-0.062542,-0.383694,1.717192,-1.633909,0.24947,7.403806,-1.276003
-0.013057,2.179619,-0.00201,-0.026287,0.000698,-0.409848,1.772406,-1.686391,0.271293,7.852042,-1.501948
1.832015,1.103661,-0.007662,-0.022611,-0.164574,-0.333112,1.815815,-1.724249,0.306624,8.170235,-1.780984
1.728942,1.161625,-0.00691,-0.022116,-0.149355,-0.37804,1.848126,-1.747494,0.355467,8.361575,-2.116626
1.603892,1.226139,-0.006035,-0.021438,-0.16429,-0.438184,1.870415,-1.756146,0.417826,8.431519,-2.51012
1.450963,1.298394,-0.005029,-0.020571,-0.209129,-0.5135,1.884157,-1.750224,0.493705,8.387864,-2.961418
1.264363,1.376015,-0.003899,-0.01952,-0.262053,-0.600268,1.891272,-1.729746,0.583107,8.252712,-3.42269
1.050375,1.443897,-0.002695,-0.018305,-0.305055,-0.684303,1.892534,-1.697611,0.674425,8.062875,-3.762597
0.825676,1.489123,-0.001479,-0.016977,-0.333983,-0.748864,1.885632,-1.658,0.750884,7.798566,-4.012826
0.59597,1.512871,-0.000314,-0.015594,-0.348792,-0.793761,1.869093,-1.61099,0.812251,7.454787,-4.166143
0.366545,1.516961,0.000736,-0.014213,-0.349479,-0.818995,1.841737,-1.556611,0.858485,7.028454,-4.215324
0.142462,1.503529,0.001615,-0.01289,-0.336046,-0.824565,1.802606,-1.494885,0.889547,6.517544,-4.154241
-0.071394,1.474899,0.00232,-0.011654,-0.308492,-0.810471,1.75092,-1.425783,0.905425,5.937966,-3.98389
-0.269646,1.433847,0.002874,-0.010519,-0.272197,-0.781336,1.691176,-1.354249,0.90786,5.412231,-3.751185
-0.447972,1.385532,0.003324,-0.00948,-0.242571,-0.750401,1.637412,-1.294562,0.901844,4.980999,-3.495299
-0.606447,1.335978,0.003724,-0.008525,-0.220631,-0.71854,1.589971,-1.247645,0.887718,4.635968,-3.222915
-0.745825,1.291045,0.00413,-0.007641,-0.206378,-0.685754,1.548502,-1.213478,0.865493,4.370835,-2.939575
-0.867067,1.256285,0.004599,-0.006815,-0.199811,-0.652043,1.512999,-1.192038,0.835178,4.181596,-2.651052
-0.971035,1.236806,0.005185,-0.006034,-0.20093,-0.617407,1.483848,-1.183304,0.796785,4.067295,-2.363327
-1.058208,1.237106,0.005944,-0.005286,-0.209736,-0.581845,1.461856,-1.187252,0.750323,4.030824,-2.082158
-1.127696,1.260295,0.007004,-0.00486,-0.215782,-0.540649,1.448256,-1.203784,0.695503,4.08128,-1.818944
-1.176629,1.304478,0.007655,-0.004196,-0.20352,-0.489006,1.445985,-1.23352,0.634325,4.248036,-1.616421
-1.205759,1.361451,0.00832,-0.003571,-0.171403,-0.432513,1.460219,-1.277944,0.572634,4.564828,-1.463082
-1.214291,1.423779,0.008964,-0.002998,-0.119339,-0.371543,1.492079,-1.337178,0.510796,5.045322,-1.342097
-1.202651,1.483215,0.009544,-0.002494,-0.047329,-0.306096,1.542189,-1.411262,0.448802,5.699346,-1.235347
-1.172571,1.531216,0.010009,-0.002078,0.044627,-0.236173,1.610895,-1.500242,0.386642,6.532015,-1.124476
-1.126784,1.559548,0.010298,-0.001774,0.156257,-0.161848,1.698014,-1.603903,0.324376,7.429025,-1.023943
-1.077994,1.557042,0.010361,-0.001604,0.263532,-0.089682,1.780627,-1.698261,0.268558,8.138383,-0.935971
-1.033,1.524342,0.0102,-0.001577,0.349797,-0.024224,1.84133,-1.76665,0.22374,8.616072,-0.848635
-0.99085,1.467917,0.009827,-0.001704,0.414472,0.033257,1.87862,-1.80905,0.189933,8.849713,-0.782096
-0.951906,1.393899,0.009263,-0.001979,0.454141,0.075274,1.891561,-1.825437,0.167149,8.832432,-0.748837
-0.917675,1.308249,0.008542,-0.002388,0.468225,0.100557,1.879615,-1.815776,0.155405,8.560651,-0.755159
-0.890067,1.216481,0.007709,-0.002909,0.456722,0.109105,1.842555,-1.780022,0.154723,8.03309,-0.801828
-0.871533,1.123531,0.006823,-0.003512,0.419633,0.10092,1.780445,-1.718116,0.165132,7.250553,-0.883846
-0.865292,1.033462,0.005968,-0.004156,0.356959,0.076,1.693678,-1.629973,0.186672,6.216518,-0.98915
-0.875721,0.948862,0.005262,-0.004783,0.268698,0.034346,1.583108,-1.515477,0.219402,4.983903,-1.073817
-0.90318,0.874183,0.00486,-0.005319,0.167845,-0.017697,1.461918,-1.387464,0.257052,3.890817,-0.99668
-0.933861,0.82005,0.004819,-0.005736,0.09162,-0.061952,1.36371,-1.2831,0.281471,3.061347,-0.842195
-0.963711,0.78551,0.005139,-0.006032,0.042482,-0.097218,1.289226,-1.204843,0.291461,2.479348,-0.652818
-0.989,0.769297,0.00582,-0.006208,0.02043,-0.123495,1.237377,-1.152692,0.287021,2.130601,-0.457834
-1.00584,0.769717,0.006862,-0.006265,0.025466,-0.140784,1.20784,-1.126647,0.268151,2.007715,-0.277878
-1.010864,0.783416,0.008265,-0.006202,0.057588,-0.149083,1.20129,-1.12671,0.23485,2.114742,-0.120091
-1.002183,0.804354,0.01003,-0.006019,0.116797,-0.148394,1.219388,-1.152878,0.18712,2.467997,0.026179
-0.980401,0.823571,0.012156,-0.005716,0.203092,-0.138716,1.264492,-1.205153,0.124959,3.091441,0.191129
-0.949162,0.830108,0.014643,-0.005293,0.316475,-0.120049,1.339146,-1.283535,0.048369,9.206681,0.348137
-1.631632,1.055229,0.100151,0.008473,3.48355,0.534405,4.676671,-4.483179,-0.968318,31.800806,6.162766
-1.687197,0.369328,0.098621,0.008109,3.036652,0.384162,3.958382,-3.80101,-0.730081,25.360482,4.142774
-1.724092,-0.243595,0.097111,0.007784,2.64782,0.253331,3.321273,-3.193331,-0.51609,19.66727,2.43254
-1.734055,-0.799143,0.095453,0.007457,2.317054,0.141914,2.766025,-2.660313,-0.326386,14.724721,1.051293
-1.705803,-1.312244,0.093516,0.007126,2.044353,0.049908,2.293446,-2.202084,-0.16097,10.540963,0.019872
-1.625748,-1.794992,0.091178,0.006795,1.829718,-0.022685,1.904298,-1.818768,-0.019838,7.130968,-0.646475
-1.482242,-2.253124,0.088315,0.006468,1.673149,-0.075865,1.598843,-1.510489,0.097014,4.515929,-0.954549
-1.276075,-2.683246,0.084802,0.00615,1.574645,-0.109633,1.37597,-1.27737,0.18959,2.712875,-0.958444
-1.034786,-3.076287,0.08054,0.005849,1.534206,-0.123989,1.232237,-1.119536,0.257894,1.711101,-0.775755
-0.816156,-3.429512,0.075476,0.005586,1.551833,-0.118932,1.162002,-1.037108,0.301929,1.455967,-0.561253
-0.686142,-3.755162,0.069564,0.005383,1.627526,-0.094462,1.159719,-1.030212,0.321702,1.877406,-0.435635
-0.683893,-4.073446,0.06276,0.005262,1.761284,-0.05058,1.223175,-1.098971,0.317214,2.949547,-0.424499
-0.804118,-4.401576,0.055017,0.005246,1.953108,0.012714,1.354642,-1.243507,0.288471,4.710782,-0.453392
0.397818,4.655339,-0.007519,-0.010089,0.541046,-0.241816,1.558957,-1.463927,0.235448,7.221469,-0.39309
0.661639,4.632946,-0.011132,-0.009363,0.833324,-0.171239,1.839962,-1.75951,0.158311,10.187675,-0.224157
0.863495,4.553885,-0.015176,-0.008527,1.130909,-0.098792,2.132048,-2.061091,0.079137,12.875691,0.006752
0.992267,4.433794,-0.019489,-0.007609,1.385857,-0.039798,2.385416,-2.32061,0.013242,15.160351,0.279566
1.075028,4.280444,-0.023889,-0.00663,1.598171,0.005775,2.597801,-2.537937,-0.039406,17.025721,0.52877
1.125825,4.101304,-0.028197,-0.005614,1.767853,0.037959,2.768047,-2.712945,-0.078844,18.465896,0.71975
1.152331,3.904212,-0.032248,-0.004587,1.894905,0.056786,2.895535,-2.845504,-0.105104,19.478549,0.833317
1.15874,3.697393,-0.035938,-0.003592,1.979327,0.062287,2.979942,-2.935486,-0.118221,20.062778,0.858829
1.1471,3.489365,-0.039177,-0.00268,2.021118,0.054491,3.021133,-2.982762,-0.118229,20.218317,0.790956
1.117913,3.288839,-0.04187,-0.001868,2.020276,0.033425,3.019119,-2.987197,-0.105134,19.945255,0.62821
1.070327,3.104627,-0.043917,-0.001143,1.9768,-0.000883,2.974042,-2.948651,-0.078905,19.244001,0.37246
1.002012,2.945527,-0.045215,-0.000486,1.890686,-0.04841,2.886202,-2.866981,-0.03951,18.115417,0.029188
0.908701,2.820139,-0.045662,0.000121,1.76193,-0.109133,2.756114,-2.742046,0.013084,16.561208,-0.391429
0.7832,2.736511,-0.045156,0.000697,1.590528,-0.183032,2.584631,-2.573705,0.07891,14.585359,-0.871683
0.613777,2.701229,-0.043604,0.001261,1.376747,-0.26982,2.373437,-2.362095,0.157733,12.310018,-1.270138
0.41537,2.710663,-0.041003,0.001828,1.144442,-0.345824,2.146236,-2.131034,0.225926,9.994874,-1.405326
0.207932,2.76097,-0.037418,0.002379,0.910147,-0.394632,1.917123,-1.897089,0.267087,7.667368,-1.31946
-0.002566,2.854509,-0.032924,0.002888,0.673858,-0.416232,1.684207,-1.660294,0.281206,5.319824,-1.029774
-0.204508,2.99614,-0.027594,0.00333,0.435569,-0.410614,1.445883,-1.420682,0.268272,2.941789,-0.564398
-0.374026,3.194066,-0.021505,0.003679,0.19524,-0.377555,1.201047,-1.178286,0.228273,0.518605,0.02423
-0.455963,3.458507,-0.014768,0.003901,-0.04722,-0.316588,0.949664,-0.933141,0.1612,-1.969179,0.622781
-0.306832,3.80096,-0.007507,0.003959,-0.291788,-0.22793,0.694646,-0.685279,0.067042,-4.528944,0.937285
0.540614,4.147659,0.000162,0.003823,-0.538438,-0.111794,0.450396,-0.434735,-0.054213,-6.927164,0.025627
3.307357,3.181439,0.008176,0.00351,-0.787139,0.031631,0.292523,-0.181542,-0.202573,-6.233784,-4.233894
4.997464,-0.531066,0.016498,0.003056,-1.037595,0.201744,0.396831,0.074,-0.37764,-0.557765,-4.95006
4.953983,-2.352018,0.025006,0.002508,-1.266424,0.3621,0.627356,0.308431,-0.543188,0.515255,-2.504047
4.955753,-3.296494,0.033447,0.001949,-1.457386,0.487297,0.83882,0.505326,-0.674073,-0.037936,-0.719736
5.022808,-3.993679,0.041561,0.001466,-1.610378,0.576894,1.00839,0.664425,-0.770254,-0.782561,0.461881
5.104265,-4.592493,0.049079,0.001144,-1.725211,0.63012,1.130611,0.78547,-0.831691,-1.368742,1.166699
-4.667222,5.510641,-0.062281,-0.000745,-4.193722,0.39905,1.203622,0.868199,-0.858345,-1.67757,1.458131
-3.969274,4.991737,-0.057339,-0.000295,-4.198541,0.387016,1.226657,0.912394,-0.850183,-1.656275,1.37153
-3.313499,4.441777,-0.053185,0.000262,-4.133863,0.346492,1.199401,0.91812,-0.807224,-1.274458,0.932015
-2.688925,3.889131,-0.049673,0.000876,-3.999949,0.277436,1.121805,0.885572,-0.729508,-0.506701,0.169577
-2.090475,3.351654,-0.046642,0.001497,-3.819161,0.177806,0.995049,0.814566,-0.619032,0.69943,-0.717187
-1.593621,2.793805,-0.043894,0.002057,-3.601527,0.074388,0.833257,0.699555,-0.505412,2.235729,-1.688099
-1.229558,2.21874,-0.041234,0.002451,-3.345041,-0.022505,0.640582,0.538716,-0.399072,3.944377,-2.934936
-1.045148,1.614835,-0.038479,0.002579,-3.049705,-0.112873,0.422276,0.332222,-0.300111,5.303452,-4.894709
-1.211799,0.692774,-0.03562,0.002448,-2.715519,-0.196716,0.226418,0.08007,-0.208525,2.617101,-8.203354
-0.892764,-0.422457,-0.032782,0.002149,-2.342482,-0.274034,0.308461,-0.217878,-0.124226,-4.181744,-3.603132
-0.701663,-0.286885,-0.030084,0.001771,-1.947584,-0.341549,0.607022,-0.544762,-0.050405,-2.035012,-0.769703
-0.741073,-0.007338,-0.027575,0.001391,-1.5795,-0.389867,0.912407,-0.851969,0.003621,0.85776,-0.232667
-0.827521,0.24254,-0.025272,0.001079,-1.241443,-0.41837,1.198438,-1.136315,0.0373,3.579559,-0.138364
-0.91934,0.446174,-0.023195,0.000906,-0.933414,-0.427056,1.461543,-1.39783,0.050699,6.071415,-0.094905
-1.003148,0.604267,-0.021346,0.000892,-0.655412,-0.415925,1.701192,-1.63653,0.043837,8.330187,0.018404
-1.0733,0.720993,-0.019715,0.000993,-0.407438,-0.384978,1.917752,-1.852415,0.016671,10.35884,0.249146
-1.126823,0.801352,-0.01829,0.00116,-0.189491,-0.334215,2.112017,-2.045482,-0.030849,12.161083,0.618769
-1.161772,0.850386,-0.01706,0.001345,-0.001572,-0.263636,2.285085,-2.21573,-0.098771,13.740832,1.137514
-1.176557,0.872693,-0.016014,0.001496,0.158162,-0.17293,2.438334,-2.363157,-0.187143,15.102347,1.810212
-1.169643,0.871348,-0.015151,0.001564,0.294993,-0.061208,2.573434,-2.487761,-0.296014,16.239641,2.635727
-1.139844,0.848163,-0.014468,0.001496,0.404535,0.070181,2.687489,-2.584806,-0.424025,16.737478,3.492105
-1.088151,0.810932,-0.013899,0.001262,0.415138,0.199936,2.708279,-2.582568,-0.5499,16.051925,4.235735
-1.009118,0.784656,-0.013288,0.000857,0.301789,0.32062,2.611863,-2.455879,-0.666207,14.162029,4.813339
-0.889677,0.795655,-0.012473,0.000277,0.064489,0.432234,2.402422,-2.204574,-0.772945,11.107273,5.146313
0.490162,0.578691,0.006209,-0.021275,2.525857,0.100762,2.089376,-1.828489,-0.870115,6.985843,5.100707
0.430974,0.103528,0.004551,-0.021388,2.053156,0.209914,1.69651,-1.327443,-0.957711,2.327825,4.379819
0.30436,-0.283976,0.003584,-0.021755,1.372932,0.180271,1.328473,-0.771411,-1.02307,-0.491349,2.621084
0.121569,-0.525219,0.003354,-0.022198,0.570283,0.04214,1.120501,-0.361481,-1.029902,-1.145815,0.825048
-0.005686,-0.641015,0.003787,-0.022505,-0.180077,0.046889,0.994831,-0.111158,-0.975715,-0.662657,-0.702413
0.01561,-0.683558,0.004812,-0.022462,-0.537083,0.089102,0.866101,-0.020671,-0.86041,0.153392,-2.347704
0.24241,-0.624382,0.006357,-0.021859,-0.576064,0.018954,0.70397,-0.090253,-0.683886,0.544112,-4.254136
0.59329,-0.212403,0.008349,-0.020482,-0.393829,-0.158335,0.600558,-0.320133,-0.446041,-0.535598,-4.657378
0.441913,0.480834,0.010714,-0.018136,-0.052193,-0.407146,0.787854,-0.684978,-0.162524,0.060919,-1.899907
-0.04909,0.856775,0.013344,-0.014869,0.284015,-0.621764,1.124841,-1.034202,0.073864,3.133329,-1.174281
